song_uuid,album_uuid,track_number,song_title,song_singers,song_rating,youtube_url,music_yt_url_1,music_yt_url_2,music_yt_url_3
a4224e12-b734-565c-9fc8-4e0bde1e9c93,42b39f65-391f-569a-92e5-d11d6141cf97,10,Hare Murare Madhukaitbhaare,K.C. Dey,4.0,https://www.youtube.com/watch?v=MBtxZAreS6A,https://music.youtube.com/watch?v=1XLI4sZN2eg,,
d89f6393-4d28-554b-b5b2-c69158c50d02,efdf56ea-c8b2-5189-afe9-4c3eb7e8fb14,5,Yeh Kaun Hansa Kisne Sitaron Ko Hansaya,Noor Jehan,4.0,http://www.youtube.com/watch?v=8uO4JIWyS8s,https://music.youtube.com/watch?v=oY8_rK4JkZs,https://music.youtube.com/watch?v=iRxOvHcNEgQ,https://music.youtube.com/watch?v=U6bePR2dgQk
4e53ab62-caf4-5950-9392-1db123de1c0d,efdf56ea-c8b2-5189-afe9-4c3eb7e8fb14,8,Kis Tarah Bhoolega Dil Unka,Noor Jehan,4.0,http://www.youtube.com/watch?v=wAh9Mr6A2mM,https://music.youtube.com/watch?v=P8m0j59gyZw,https://music.youtube.com/watch?v=8qu0iSv-6M0,https://music.youtube.com/watch?v=RT5AjmkThYU
f9a83c0a-9514-547c-b985-0dc3da86724c,7cdd38a7-566b-5b68-9d8c-636321717cb3,1,Jana Gana Mana Adhinayak Jay Hey,Various artists,4.5,https://www.youtube.com/watch?v=2RGwAZi0c-o,https://music.youtube.com/watch?v=Ypm1ifY7HJo,https://music.youtube.com/watch?v=xoRxKlZeEeU,https://music.youtube.com/watch?v=r3TtgYuaVFk
de527a13-51c0-540e-9c6a-b7ad1be2e833,7cdd38a7-566b-5b68-9d8c-636321717cb3,2,Madhu Gandhe Bhara,"Hemant Kumar, Binota Bose",4.0,https://www.youtube.com/watch?v=H5VFhdz2Kwg,https://music.youtube.com/watch?v=VTCQvcOZ9bw,https://music.youtube.com/watch?v=tJg15DDV7Vo,https://music.youtube.com/watch?v=YUa4IhZxeXE
8a8455f0-c454-5782-90de-84ed68bcf84d,0614bb6a-56b6-5cdd-83e6-ef567f9d5da9,3,Ankhiyan Dheere Dheere Bolen,"Jagmohan Sursagar, Kalyani Das",4.0,https://www.youtube.com/watch?v=0IywcVzldPM,https://music.youtube.com/watch?v=0IywcVzldPM,,
7fe1c34d-acf3-5759-a672-2532fa2297bf,183ac83f-cb49-5894-a881-f2aa44ef6ae9,8,Dil Jalta Hai Toh Jalne De,Mukesh,4.67,https://www.youtube.com/watch?v=WsWYdBkne6M,https://music.youtube.com/watch?v=CLZy9I7cZZg,https://music.youtube.com/watch?v=UaHAGje_sDo,https://music.youtube.com/watch?v=PRm6_mwqAxc
8e516925-1918-538b-864d-f3da6c84184a,38dee653-c491-55ed-bbfd-b39a366a5ba3,1,Jawan Hai Mohabbat Hasin Hai Zamana,Noor Jehan,5.0,https://www.youtube.com/watch?v=-GaFWz_jH5g,https://music.youtube.com/watch?v=-NNoEsx65L8,https://music.youtube.com/watch?v=dIeyfr5pktc,https://music.youtube.com/watch?v=sKsLgfU-08E
445b3afa-0f23-503d-ad36-86295b2cdac9,38dee653-c491-55ed-bbfd-b39a366a5ba3,2,Awaaz De Kahan Hai,"Noor Jehan, Surendra",5.0,https://www.youtube.com/watch?v=ZuVqjXWiHWc,https://music.youtube.com/watch?v=jlw6WIeJeMQ,https://music.youtube.com/watch?v=LZBBPB0cAfI,https://music.youtube.com/watch?v=1RIobTw1_6E
6576ae9a-b899-54f5-97de-f4181db9694a,38dee653-c491-55ed-bbfd-b39a366a5ba3,3,Mere Bachpan Ke Saathi,Noor Jehan,4.0,https://www.youtube.com/watch?v=YKuMFKJqFyE,https://music.youtube.com/watch?v=YKuMFKJqFyE,https://music.youtube.com/watch?v=uQXtGwQWy0c,https://music.youtube.com/watch?v=_Nw2obp6g68
