song_uuid,album_uuid,track_number,song_title,song_singers,song_rating,youtube_url,music_yt_url_1,music_yt_url_2,music_yt_url_3
cd4d83fd-05b1-54a0-b4d3-3f88f85a34f2,8a2d9301-022d-5c82-a1ab-2d366a0f33d6,11,Bhajoon Main To Bhaav Se Shri Girdhari,Kundan Lal Saigal,4.0,https://www.youtube.com/watch?v=Qg2Vit-DhBI,https://music.youtube.com/watch?v=MdCXxF9aBzs,https://music.youtube.com/watch?v=3SuftzEJEA8,
7b8ae972-7596-5fcf-b179-a39308cf21e8,8a2d9301-022d-5c82-a1ab-2d366a0f33d6,19,Avsar Beeto Jaat Prani,Kundan Lal Saigal,4.0,https://www.youtube.com/watch?v=EjZZAo9shUk,https://music.youtube.com/watch?v=kPUVGVGZs4Q,https://music.youtube.com/watch?v=tlE6JUSkL0w,https://music.youtube.com/watch?v=EjZZAo9shUk
61a1c34e-3cc4-51cd-ac3d-e2f6cd85498c,8a2d9301-022d-5c82-a1ab-2d366a0f33d6,20,Radhe Rani De Daaro Naa Bansari Mori Re,Kundan Lal Saigal,4.0,https://www.youtube.com/watch?v=--yA9c1E7Z8,https://music.youtube.com/watch?v=Q4Odcq_9U54,https://music.youtube.com/watch?v=TH2qo6-ugMg,
7bc29463-01f7-5dd4-831c-597085053fb1,708954c4-4de7-5f9d-90b1-e4deba17f680,4,Nuktanchin Hai Ghame Dil Usko Sunaye Na Bane,Kundan Lal Saigal,4.0,https://www.youtube.com/watch?v=OSZMKvqeY70,https://music.youtube.com/watch?v=-odVdt52M00,https://music.youtube.com/watch?v=rR7J8OXGjRw,https://music.youtube.com/watch?v=VU50ND_bOKU
5dd33c03-68e4-57a0-a189-4de72d125159,708954c4-4de7-5f9d-90b1-e4deba17f680,19,Yeh Tasarruf Allah Allah Tere Maikhane Mein Hai,Kundan Lal Saigal,4.0,https://www.youtube.com/watch?v=swh41zcf_nA,https://music.youtube.com/watch?v=q7XBBsAXGy4,https://music.youtube.com/watch?v=mq92f0H5qlU,https://music.youtube.com/watch?v=swh41zcf_nA
26d77052-38fd-55b5-a231-c1d694fafc49,c8205c58-057b-51e9-b6d0-78f4ae90c8b1,1,Prem Nagar Mein Banaoongi Ghar Main,"Uma Shashi, Kundan Lal Saigal",4.0,https://www.youtube.com/watch?v=9PQrOkQrtUg,https://music.youtube.com/watch?v=Bp9eTM_6bvQ,https://music.youtube.com/watch?v=rABtlGFs6Qs,https://music.youtube.com/watch?v=Z8IkUCyCIY0
c79955d0-b799-5d21-b681-33f3ebbe7bb2,3d2fe4a4-a451-5e0c-a9a0-b73a4c04b746,1,Baalam Aay Baso More Man Mein,Kundan Lal Saigal,5.0,https://www.youtube.com/watch?v=h0N1tL7kdL4,https://music.youtube.com/watch?v=CL1S5Iz7saY,https://music.youtube.com/watch?v=8D1hav7Hsek,https://music.youtube.com/watch?v=h0N1tL7kdL4
3c25a73f-cc29-5c46-ad46-ff90f1009241,b7f1fd61-c650-5db9-96d2-b63f68abaebd,1,Baba Man Ki Aankhen Khol,K.C. Dey,4.0,https://www.youtube.com/watch?v=Aaqs_reriGs,https://music.youtube.com/watch?v=9eT986Yoxn0,https://music.youtube.com/watch?v=5IsU0XF2K8M,https://music.youtube.com/watch?v=f5KGfboHhIU
6aeef76e-8771-544e-be9b-72fe26ddb95e,b7f1fd61-c650-5db9-96d2-b63f68abaebd,2,Teri Gathri Mein Laaga Chor Musafir Jaag Zara,K.C. Dey,4.0,https://www.youtube.com/watch?v=D1C_p90iS_M,https://music.youtube.com/watch?v=DyMKRH2yanA,https://music.youtube.com/watch?v=P617JvQg5iw,
52a04795-9bb7-59d4-88d6-00ddb2feb2c3,b7f1fd61-c650-5db9-96d2-b63f68abaebd,9,Jeevan Ka Sukh Aaj Prabhu Mohe,K.L. Saigal,4.0,https://www.youtube.com/watch?v=DdUiH7x0Wbk,https://music.youtube.com/watch?v=jEoTssqsFyk,https://music.youtube.com/watch?v=W_EYmospsmI,https://music.youtube.com/watch?v=DdUiH7x0Wbk
133ce1ad-163d-5caa-955d-8fe820fab7fb,2e7d5e41-4e0f-5a84-8d70-46ba77f150d5,1,Jagat Mein Prem Hi Prem Bhara Hai,K.L. Saigal,4.0,https://www.youtube.com/watch?v=pGvdDXdi_gA,https://music.youtube.com/watch?v=pGvdDXdi_gA,https://music.youtube.com/watch?v=5LJOy4UV3sg,https://music.youtube.com/watch?v=3gy5zVxoykI
