song_uuid,album_uuid,track_number,song_title,song_singers,song_rating,youtube_url,music_yt_url_1,music_yt_url_2,music_yt_url_3,youtubeurlid,musicurlid1,musicurlid2,musicurlid3
c9ef8fd6-a446-5cbc-be51-3c3fa52aafcd,2c1a27cf-6604-533f-ac7c-6bac9a278fde,3,Likha Hai Teri Ankhon Mein Kiska Fasana,"Lata Mangeshkar, Kishore Kumar",4.4,http://www.youtube.com/watch?v=7a0OeTM9rqM,https://music.youtube.com/watch?v=S6zBs0OlMpk,https://music.youtube.com/watch?v=7a0OeTM9rqM,https://music.youtube.com/watch?v=MSDH6mswtQY,7a0OeTM9rqM,S6zBs0OlMpk,7a0OeTM9rqM,MSDH6mswtQY
3b598282-509f-54e3-a8db-bc6973b4390e,2c1a27cf-6604-533f-ac7c-6bac9a278fde,4,Arre Yaar Meri Tum Bhi Ho Ghazab,"Asha Bhosle, Kishore Kumar",4.4,https://www.youtube.com/watch?v=M9oQZQvCQqE,https://music.youtube.com/watch?v=euA1n10OriY,https://music.youtube.com/watch?v=txbDNbb7PGg,https://music.youtube.com/watch?v=M9oQZQvCQqE,M9oQZQvCQqE,euA1n10OriY,txbDNbb7PGg,M9oQZQvCQqE
55b038ff-2cc8-54a8-aa2a-2f6b4ff58893,2c1a27cf-6604-533f-ac7c-6bac9a278fde,5,Khwab Ho Tum Ya Koyi Haqeeqat,Kishore Kumar,4.4,https://www.youtube.com/watch?v=Jw4wLVnFJ-E,https://music.youtube.com/watch?v=bKn1SgHaJBA,https://music.youtube.com/watch?v=y7Z0qM5t06M,https://music.youtube.com/watch?v=xj5ru2vdhfI,Jw4wLVnFJ-E,bKn1SgHaJBA,y7Z0qM5t06M,xj5ru2vdhfI
d563c2ad-00b1-5db1-a363-ca43a02eed68,2c1a27cf-6604-533f-ac7c-6bac9a278fde,6,Kahin Bekhayal Ho Kar,Mohammed Rafi,4.33,http://www.youtube.com/watch?v=Dtxp-e1U5i0,https://music.youtube.com/watch?v=94xePOCF6yU,https://music.youtube.com/watch?v=vsnrEY7g6Tg,https://music.youtube.com/watch?v=kQuBY39LBVo,Dtxp-e1U5i0,94xePOCF6yU,vsnrEY7g6Tg,kQuBY39LBVo
f4242cc8-cd0f-53e4-9fb9-7180b88e4e31,14076d33-9cf9-5b7e-b367-542f6cf56ce3,3,Ae Meri Zohra Jabeen,Manna Dey,4.4,https://www.youtube.com/watch?v=yzvnFNHCeK4,https://music.youtube.com/watch?v=K0sGmxlP68g,https://music.youtube.com/watch?v=Izy-gwR4jF8,,yzvnFNHCeK4,K0sGmxlP68g,Izy-gwR4jF8,
4b5683bf-48d4-5bbb-9a00-287854e4f61c,14076d33-9cf9-5b7e-b367-542f6cf56ce3,6,Kaun Aaya Ki Nigahon Mein Chamak Jaag Uthi,Asha Bhosle,4.5,https://www.youtube.com/watch?v=Nvrs80glMns,https://music.youtube.com/watch?v=Nvrs80glMns,https://music.youtube.com/watch?v=5NEX05-0kQM,https://music.youtube.com/watch?v=7eH1kPG1i1E,Nvrs80glMns,Nvrs80glMns,5NEX05-0kQM,7eH1kPG1i1E
a5507f4d-14c6-588a-b205-705ef7533102,14076d33-9cf9-5b7e-b367-542f6cf56ce3,8,Aage Bhi Jaane Na Tu,Asha Bhosle,4.83,https://www.youtube.com/watch?v=Cm2MqoCvTw8,https://music.youtube.com/watch?v=rUcpOOQCtyU,https://music.youtube.com/watch?v=QWRZeYiRBZs,https://music.youtube.com/watch?v=DwYQZonAfF8,Cm2MqoCvTw8,rUcpOOQCtyU,QWRZeYiRBZs,DwYQZonAfF8
f0ea41c1-32d6-5638-a05a-a7887627451d,1c2cdf92-e9d1-5862-81db-b4fe31213ee5,6,Dil Laga Kar Hum Yeh Samjhe (Female),Asha Bhosle,4.5,https://www.youtube.com/watch?v=ayKkn5Xi2GU,https://music.youtube.com/watch?v=akTA3M6ox8g,https://music.youtube.com/watch?v=9sNRzkY9Ujg,https://music.youtube.com/watch?v=C5vajOz4lE8,ayKkn5Xi2GU,akTA3M6ox8g,9sNRzkY9Ujg,C5vajOz4lE8
a233ce43-e4a2-570b-b75a-e8e553a3bcc7,5985e861-b547-5d46-b963-ba3c66588b86,2,Aur Kuch Der Thehar,Mohammed Rafi,4.33,https://www.youtube.com/watch?v=9cgyClZmaVc,https://music.youtube.com/watch?v=UbtuiyyMIJo,https://music.youtube.com/watch?v=9cgyClZmaVc,https://music.youtube.com/watch?v=iyEyQRhgiqg,9cgyClZmaVc,UbtuiyyMIJo,9cgyClZmaVc,iyEyQRhgiqg
9feef4be-ea52-549c-924f-1e6e6b759b47,5985e861-b547-5d46-b963-ba3c66588b86,5,Rut Jawan Jawan Raat Meharban,Bhupinder Singh,4.4,https://www.youtube.com/watch?v=HWsfaGiIWlg,https://music.youtube.com/watch?v=cox-d7MEerM,https://music.youtube.com/watch?v=Ov8eyVbnpFo,https://music.youtube.com/watch?v=4JeLUNj80yU,HWsfaGiIWlg,cox-d7MEerM,Ov8eyVbnpFo,4JeLUNj80yU
