song_uuid,album_uuid,track_number,song_title,song_singers,song_rating,youtube_url,music_yt_url_1,music_yt_url_2,music_yt_url_3,youtubeurlid,musicurlid1,musicurlid2,musicurlid3
7638ebb4-d657-56af-984b-46c99754aa7e,73672415-8dc7-5172-b096-8e3495538e05,1,Aye Khuda Ret Ke Sehra Ko Samundar Kar De,Jagjit Singh,4.5,https://www.youtube.com/watch?v=2rBCxFRnKUY,https://music.youtube.com/watch?v=t3ZaeUmshFM,https://music.youtube.com/watch?v=s3vyvynYPDI,https://music.youtube.com/watch?v=ctwWqTFmEkE,2rBCxFRnKUY,t3ZaeUmshFM,s3vyvynYPDI,ctwWqTFmEkE
f384e228-3931-5c4c-b84d-468187e19537,70d64b5a-b05a-5b6e-b04b-f3f30af632a7,4,Woh Kagaz Ki Kashti - 2,Jagjit Singh,4.67,https://www.youtube.com/watch?v=N_D2NJ_-vpg,https://music.youtube.com/watch?v=h2_pWl0QgbY,https://music.youtube.com/watch?v=VIS1hbTneYg,https://music.youtube.com/watch?v=N_D2NJ_-vpg,N_D2NJ_-vpg,h2_pWl0QgbY,VIS1hbTneYg,N_D2NJ_-vpg
fb4b92ed-f829-518a-8ff8-5ffe7a14aa4d,9c5c86aa-31c4-54fd-96e1-59be612cb2fe,1,Kisi Nazar Ko Tera Intezar Aaj Bhi Hai,"Asha Bhosle, Bhupinder Singh",4.67,https://www.youtube.com/watch?v=j8qtywZ6L70,https://music.youtube.com/watch?v=VNZYoUtX2k4,https://music.youtube.com/watch?v=GHQrfLXDz4k,https://music.youtube.com/watch?v=7ub8DyewfHg,j8qtywZ6L70,VNZYoUtX2k4,GHQrfLXDz4k,7ub8DyewfHg
9d13b39d-43fe-58c8-91c3-47dce19dd16b,7c0b00fe-25b8-5beb-8be5-e02f768ef6fb,1,Mamaiya Kero Kero Kero Mama,Shailendra Singh,4.5,https://www.youtube.com/watch?v=MiDkB1pjt6A,https://music.youtube.com/watch?v=AnhZx_-glYY,https://music.youtube.com/watch?v=WdSJrTym7cE,https://music.youtube.com/watch?v=MiDkB1pjt6A,MiDkB1pjt6A,AnhZx_-glYY,WdSJrTym7cE,MiDkB1pjt6A
4d8ce668-ed23-5fc7-a81b-a5c53a54a0c6,b3fd3146-c392-5833-8b19-de0572aac309,1,Zihal-E-Maskeen,"Lata Mangeshkar, Shabbir Kumar",4.33,https://www.youtube.com/watch?v=QYiTtuwJzTQ,https://music.youtube.com/watch?v=bBrib_5yXDE,https://music.youtube.com/watch?v=5ynzDKLyUco,https://music.youtube.com/watch?v=lYH8qeZXGII,QYiTtuwJzTQ,bBrib_5yXDE,5ynzDKLyUco,lYH8qeZXGII
a36c0ee0-0942-5607-b010-40e4ca04e662,d736b696-fc6a-57ca-ba79-8f88e289a5f4,4,Ek Pal Pyar Ka Kabhi,Asha Bhosle,4.5,https://www.youtube.com/watch?v=vedb3ZEL3wQ,https://music.youtube.com/watch?v=vedb3ZEL3wQ,https://music.youtube.com/watch?v=3pmHVJ69SMA,https://music.youtube.com/watch?v=r-gKJyV5WtY,vedb3ZEL3wQ,vedb3ZEL3wQ,3pmHVJ69SMA,r-gKJyV5WtY
cac6f512-0ef0-5fd7-8e57-7c9956fd6fd5,522dd711-b5c0-5ef5-b648-c775785ac84b,2,O Mere Khwabon Ke Shehzade,Anuradha Paudwal,4.5,http://www.youtube.com/watch?v=sb-0FcDESWw&feature=plcp,https://music.youtube.com/watch?v=Oc9YkITQUJ8,https://music.youtube.com/watch?v=sPLpYHexyWg,https://music.youtube.com/watch?v=NgXlrIRH5G0,sb-0FcDESWw,Oc9YkITQUJ8,sPLpYHexyWg,NgXlrIRH5G0
40c6ba88-78da-5087-97c2-4ab3fa15991b,ce5ed776-5131-54d4-bd23-374aedcc53ae,1,Tujhe Bulayen Yeh Meri Baahen,Lata Mangeshkar,4.75,https://www.youtube.com/watch?v=e843HhTTfJA,https://music.youtube.com/watch?v=e843HhTTfJA,https://music.youtube.com/watch?v=DtDCOVcmf6k,,e843HhTTfJA,e843HhTTfJA,DtDCOVcmf6k,
17fbba39-2a86-5951-9ec5-ca05fcb8f5bc,ce5ed776-5131-54d4-bd23-374aedcc53ae,3,Sun Sahiba Sun,Lata Mangeshkar,4.4,https://www.youtube.com/watch?v=lMSbXOYtDI4,https://music.youtube.com/watch?v=-7h5GGjsrgo,https://music.youtube.com/watch?v=sQqZTodl1r8,https://music.youtube.com/watch?v=AgZ6tSdgFrk,lMSbXOYtDI4,-7h5GGjsrgo,sQqZTodl1r8,AgZ6tSdgFrk
aa89b596-906c-5d03-8267-e95bfae541e6,27362559-0d0a-5cb4-951b-8b1a94c5e200,2,Saagar Kinare Dil Yeh Pukare,"Kishore Kumar, Lata Mangeshkar",4.6,https://www.youtube.com/watch?v=o3-ixXEtXfI,https://music.youtube.com/watch?v=Z9NEnFAba8A,https://music.youtube.com/watch?v=o3-ixXEtXfI,https://music.youtube.com/watch?v=I7KZxQDgFOM,o3-ixXEtXfI,Z9NEnFAba8A,o3-ixXEtXfI,I7KZxQDgFOM
