song_uuid,album_uuid,track_number,song_title,song_singers,song_rating,youtube_url
7638ebb4-d657-56af-984b-46c99754aa7e,73672415-8dc7-5172-b096-8e3495538e05,1,Aye Khuda Ret Ke Sehra Ko Samundar Kar De,Jagjit Singh,4.5,https://www.youtube.com/watch?v=2rBCxFRnKUY
22388df2-1f60-5ba7-8196-58e2e590f742,73672415-8dc7-5172-b096-8e3495538e05,2,Yeh To Nahin Ke Gham Nahin,Chitra Singh,0.0,https://www.youtube.com/watch?v=2ji4tymKuM0
debdc1b0-d5c4-5ae9-8821-e1fadadcf3da,73672415-8dc7-5172-b096-8e3495538e05,3,Kabhi Ghuncha Kabhi Shola,Jagjit Singh,0.0,https://www.youtube.com/watch?v=EPBRylA0KO4
4c6a1934-ad18-5e25-8ede-27030b605fae,73672415-8dc7-5172-b096-8e3495538e05,4,Socha Nahin Achcha Buraa,"Jagjit Singh, Chitra Singh",0.0,https://www.youtube.com/watch?v=GNDJDl8jaY4
d3fc6a5b-2b38-5965-9a06-8afbd0915980,73672415-8dc7-5172-b096-8e3495538e05,5,Kabhi To Khul Ke Baras,Chitra Singh,0.0,https://www.youtube.com/watch?v=5Q8TSfdlVKk
fe77c7b8-2c63-5f57-91b5-9e4d0041af54,73672415-8dc7-5172-b096-8e3495538e05,7,Aankh Se Aankh Mila,Chitra Singh,0.0,https://www.youtube.com/watch?v=gh1YZ9zLLkM
292624fd-43c1-5c9f-8fdf-b087c0d1d7bf,73672415-8dc7-5172-b096-8e3495538e05,8,Manzil Na De Charaagh Naa De,"Jagjit Singh, Chitra Singh",3.0,https://www.youtube.com/watch?v=jZbdETW8rKE
45bdfe8a-d8e0-5944-b1cc-a77cf5be1449,fc33feae-997e-5b59-b433-3bdf0f71762f,8,Yun Na Thi,Asha Bhosle,0.0,http://www.youtube.com/watch?v=_VTT9TqjK2I
69f9e80e-6e78-5898-a037-84873ee90e9f,70d64b5a-b05a-5b6e-b04b-f3f30af632a7,1,Rishta Yeh Kaisa Hai,Chitra Singh,3.33,http://www.youtube.com/watch?v=XNS6NK1Wa3c
749e606f-7b0c-5b93-b797-bd6690a1b335,70d64b5a-b05a-5b6e-b04b-f3f30af632a7,2,Zindagi Roz Naye Rang Mein,"Vinod Sehgal, Ghanshyam Vaswani, Ashok Khosla, Junaid Akhtar",3.0,http://www.youtube.com/watch?v=hMmJUxmIJK4
30b7e302-f8dc-5997-a5c2-07481239eab5,70d64b5a-b05a-5b6e-b04b-f3f30af632a7,3,Woh Kagaz Ki Kashti - 1,Jagjit Singh,4.2,http://www.youtube.com/watch?v=gHOGRuCh0FY&feature=fvst
