album_uuid,album_title,album_year,album_category,album_music_director,album_lyricist,album_label,album_rating
81c11cdc-eb08-5855-b705-5acd58463ae1,Kathak,1998,"Hindi, Non Film",Trilok Gurtu,Michael Quartermain,,0
affef4cc-d85a-507a-b072-5baf2a1aa81c,Keemat - They Are Back,1998,"Hindi, Film",Rajesh Roshan,"Indeevar, Javed Akhtar, Maya Govind",Venus,0
15f6ec85-4756-51b7-b7f6-f812d4c1cfd6,Khote Sikkey,1998,"Hindi, Film",Rajesh Roshan,"Dev Kohli, Indeevar, Maya Govind",Zee,0
82e6c2d6-2889-5845-a17c-9225f0bc0bc9,Kismat,1998,"Hindi, Non Film","Biddu, Sonu Nigam","Dev Kohli, Biddu, Sonu Nigam, Timon Singh",Magnasound,3.0
a8cefd98-9c2c-59f0-97ea-67d996963aba,Kuch Kuch Hota Hai,1998,"Hindi, Film",Jatin - Lalit,Sameer,Sony Music,4.29
1db45341-cc65-52ce-aad2-2ff50c00b064,Kudrat,1998,"Hindi, Film",Rajesh Roshan,"Indeevar, Dev Kohli",H.M.V.,0
0ba98d00-c1f5-522e-afde-526d3caceb5f,Lo Main Aagayaa,1998,"Hindi, Film",Anand Raj Anand,"Dev Kohli, Rajesh Malik, Saleem Sagar, Anand Raj Anand",T-Series,0
0c69b191-047d-5f75-9fa0-be9d594ef87e,Love Is Blind,1998,"Hindi, Non Film",Jagjit Singh,"Shahid Kabir, Saba Sikari, Nadeem Parmar, Nazeer Banarasi, Wali Aasi, Nida Fazli, Riyaz Kairabadi",Venus,0
7782b328-2f38-5db1-910b-89480ddb91e4,Love Is Life,1998,"Hindi, Non Film",Anand - Milind,Faaiz Anwar,Wings Music,0
ffea4144-3c75-5b71-89c6-673a33ef0b6a,Love Story 98 (Deewana Hoon Mein Tera),1998,"Hindi, Film","Bappi Lahiri, Boy George","Tejpal Kaur, Apache Indian, Sunil Jha, Anwar Sagar, Nawab Arzoo, Dipak, K.K. Verma, Boy George, Bappi Lahiri",Venus,0
c2c7f2c3-2138-56e7-873b-fbe545870fe8,Maharaja,1998,"Hindi, Film",Nadeem - Shravan,"Sameer, Maya Govind",Polygram,0
fcb5ff7a-c575-54a2-a628-2e7d0329ff09,Mahboob Ki Qasam,1998,"Hindi, Film",Chand Pardesi,"Asad Bhopali, Mumtaz Rashid, Naseem Akhtar - I",Universal,0
ba96b5a1-6c08-56ea-97d8-2f81ee3f08f5,Mahi,1998,"Hindi, Non Film","Faizi - I, Ali Haider, Jawahar Wattal","Ali Haider, Traditional",Archies Music,0
9aefe453-e527-5257-a8e5-18a508b49d48,Main Solah Baras Ki,1998,"Hindi, Film",Rajesh Roshan,Amit Khanna,Shemaroo,0
db48e062-e23d-5242-a618-09b4dac69b64,Major Saab,1998,"Hindi, Film","Anand Raj Anand, Aadesh Shrivastava","Anand Raj Anand, Dev Kohli",T-Series,0
3d72e856-6ebf-58c3-8973-58725cd52971,Mard,1998,"Hindi, Film",Dilip Sen - Sameer Sen,"Rani Malik, Dev Kohli, Devang Patel",Shemaroo,0
172bd9e5-755d-5798-9c01-898ed89018d4,Masoom Tera Chehra,1998,"Hindi, Non Film",Aadesh Shrivastava,"Shyamraj, Madan Pal, Satyaprakash, Kukku Prakash",T-Series,0
732936e0-e56b-566d-8da0-7bf1c17ef609,Mausam,1998,"Hindi, Non Film",Ravi Pawar,Ajay Jhingran,Magnasound,3.0
ac15984a-139c-5d98-b641-d6b2aaf757a7,Mehndi,1998,"Hindi, Film",Babul Bose,Rani Malik,Shemaroo,0
0e47800f-203e-5582-8c80-edce664cc852,Mere Do Anmol Ratan,1998,"Hindi, Film",Rajesh Roshan,"Mohan Sharma - I, Mehboob, Indeevar",Bombino,3.0
31ba7c0c-9f74-51e9-851a-76daadffb033,Mohabbat Aur Jung,1998,"Hindi, Film",Dilip Sen - Sameer Sen,"Rani Malik, Maya Govind, Nawab Arzoo",Shemaroo,0
0b06e1ac-c78d-50cd-9c2e-7d688226310d,Muchacha Latina,1998,"English, Non Film",,,,0
e16cf69b-0c40-5da5-bb10-bf50af8f8adf,O Meri Munni,1998,"Hindi, Non Film",,,Magnasound,0
b94fa4c4-b9d9-5609-b9db-bce4b2194c4f,Om,1998,"Hindi, Non Film",,Wajid Ali Shah,Saregama,0
e2f803d9-e70b-5e4f-9c68-6f4ee6dbe61a,Pardesi Babu,1998,"Hindi, Film",Anand Raj Anand,Anand Raj Anand,T-Series,2.5
60b15735-f70e-51f6-8950-428df0f387e9,Phool Bane Patthar,1998,"Hindi, Film",Shyam - Surender,"Faaiz Anwar, Nawab Arzoo",T-Series,0
5f937c3b-a8a2-5df9-a2fe-d30d42142849,Prem Aggan,1998,"Hindi, Film",Anu Malik,"Sudarshan Faakir, Santosh Anand, Rahat Indori, M.G. Hashmat",United,0
